nco_code,occupation_title,job_description,volume,pdf_page,column
6111.0601,Cotton Cultivator,"The individual is also responsible for harvesting the cotton crop. The Cotton Cultivator needs to adapt recommended practices for a particular agro climate zone, type of soil, rainfall pattern and climatic conditions to achieve the best possible yield.",II-B,16,2
6111.0701,Sugarcane Cultivator,"The individual is also responsible for harvesting the sugarcane crop. The Sugarcane Cultivator needs to adapt recommended practices for a particular agro climatic zone, type of soil, rainfall pattern and climatic conditions to achieve the best possible yield.",II-B,17,1
6111.0851,Coconut Grower,"cultivates coconut as per the package of practices recommended for a particular agronomic climate zone, type of soil, rainfall pattern and climatic conditions to achieve the coconut yields as per the genetic potential of a given variety and sell the products as per the competitive market prices without distress sale.",II-B,17,2
6111.0901,Banana Farmer,"cultivates banana as per the package of practices recommended for a particular agronomic climate zone, type of soil, rainfall pattern and climatic condition to achieve the yield as per the genetic potential of given variety and sell the produce as per the competitive market prices without distress sale.",II-B,18,1
6111.1001,Mango Grower,He is also responsible for hygienic harvest and post-harvest of the mango crop and ensuring sale of the same.,II-B,18,2
6111.1101,Citrus Fruit Grower,"cultivates citrus fruit as per the package of practices recommended for a particular agronomic climate zone, type of soil, rainfall pattern and climatic condition to achieve the yield as per the genetic potential of given variety and sell the produce as per the competitive market prices without distress sale.",II-B,18,2
6111.1401,Bulb Crop Cultivator,"Bulb Crop Cultivates bulb crops as per the package of practices recommended for a particular agronomic climate zone, type of soil, rainfall pattern and climatic condition to achieve the yield as per the genetic potential of given variety and sell the produce as per the competitive market prices without distress sale.",II-B,19,2
6111.1601,Tuber Crop Cultivator,"cultivates tuber crop as per the package of practices recommended for a particular agronomic climate zone, type of soil, rainfall pattern and climatic condition to achieve the yield as per the genetic potential of given variety and sell the produce as per the competitive market prices without distress sale.",II-B,20,1
6111.1901,Coriander Cultivator,"cultivates coriander as per the package of practices recommended for a particular agronomic climate zone, type of soil, rainfall pattern and climatic condition to achieve the yield as per the genetic potential of given variety and sell the produce as per the competitive market prices without distress sale.",II-B,20,2
6111.9900,"Field Crop and Vegetable Growers,","include those who plan and carry out the necessary operations to grow and harvest various types of field crops such as wheat and other cereals, rice, beetroot, sugar- cane, ground-nuts, tobacco, reeds or other field crops and potatoes, cabbages or other field vegetables, for sale or delivery on a regular basis to wholesale buyers, marketing organizations or at markets not elsewhere classified.",II-B,21,1
6112.0100,"Pruner, Tea Gardens",May prepare land for planting tea plants. May spray insecticides. May perform low skilled manufacturing tasks in factory during heavy harvest months.,II-B,21,2
6112.0200,"Tapper, Palm Juice","Climbs palm-tree with pot and knife tied with his waist through belt. Cleans space at top of tree-trunk preparatory to tapping. Cuts narrow ‘V’ shaped opening in tree-trunk at specified spot with knife to permit flow of sap. Fastens pot on tree trunk with rope and ensures that palm-juice drops into pot. Adjusts pot, if necessary, to avoid waste. Empties full pot into bucket next day and re-fixes empty pot at adjacent place on tree trunk for further collection. Repeats process for collection of juice from other trees.",II-B,21,2
6112.0201,Neera Technician,"prepare it for tapping by beating it with right force and rhythm. He performs this twice in a day for two weeks. He has to cut the tip of the inflorescence, wrap it up, apply clay and place a can for Neera to flow into it. He has to perform this activity twice a day. He has to store this Neera under suitable temperature and hygienic environment, in order to prevent any microbial contamination. He should be able to handle freshly harvested Neera, have knowledge about transportation for Neera to processing centres and primary processing of Neers and Neera based products. They also clean the crown of the coconut palms. He should be able to identify the types of pests and disease management practices. He will look into various aspects of coconut crop management and should be able to apprise farmers regarding needed improvement.",II-B,22,1
6112.0400,Budder,"Cuts T-shaped incision on rootstock and opens incision, using budding knife. Slices hybrid bud from scion wood and inserts bud into incision. Observes tying of buds to ensure quality of tie. Repeats procedure, rapidly, throughout work period to maintain production.",II-B,22,2
6112.0601,Coffee Plantation Worker,is responsible for carrying out the ground level activities in a coffee plantation right from nursery preparation to harvesting and storage.,II-B,23,1
6112.0701,Bamboo Grower,He is also responsible for hygienic harvest and post-harvest of the bamboo and ensuring sale of the same.,II-B,23,1
6112.0801,Rubber Nursery Worker-Budder,He is responsible for the timely completion of bud grafting and all seasonal activities assigned to him facilitating smooth running of the nursery and production of quality planting materials as envisaged by the organization,II-B,23,2
6112.0802,Rubber Nursery Worker-General,He is responsible for the timely completion of all seasonal activities facilitating smooth running of the nursery and production of quality planting materials as envisaged by the organization.,II-B,23,2
6112.9900,"Tree and Shrub Crop Growers,",include those who plan and carry out the necessary operations to grow and harvest trees and shrubs not elsewhere classified.,II-B,24,1
6113.0501,Green House Fitter,is responsible for the installation of greenhouse structure as per the structural layout and bill material prepared by the supplier which will meet up the exact requirement for the crops to be frown under.,II-B,26,1
6113.0601,Floriculturist- (Open Cultivation),performs the duties of a flower crop cultivator in the open field,II-B,26,1
6113.9900,"Nursery Workers and Gardeners,","include all other nursery workers and gardeners engaged in growing flowers, seeds, bulbs, vegetables etc., not elsewhere classified.",II-B,26,2
6114.9900,"Mixed Crop Growers, Other","include those who plan and carry out the necessary operations to grow vegetables and harvest specific combinations of field crops, field vegetables, trees, shrub crops and garden, horticultural and nursery products not elsewhere classified.",II-B,27,1
6116.0112,Community Service Provider,A VLE educates villagers on 26 Types OF G2C services and scores of other services related to daily lives of rural population. The VLE then sells products and services offered by the corporate and the Government through CSC.,II-B,28,1
6121.0400,Herdsman,Collects animals every morning from different houses. Takes them out to available pastures for grazing in field. Keeps watch over them from being lost or strayed. Guards them from eating poisonous and harmful plants or drinking polluted water and indiscriminate mating with stray animals. Identifies animals in heat and arranges for pairing. Collects and counts them in evening and drives them back to their respective places. Ties them at fixed places or hands them over to owners. May render first aid and assist in treating minor injuries of animals.,II-B,30,1
6121.0601,"Dairy Farm Worker, General/Dairy","Attends to herd of feeding cows and buffaloes and aiding in calving, dehorning and vaccination. Keeps, barns, stalls, containers and dairy equipment in clean and sanitary condition. Milks cows and buffaloes as required by hand or by machine. May mix and blend feed for farm livestock and keep dairy records such as feed consumed, individual milk production, gestation periods of cows and buffaloes etc. May perform other tasks as directed.",II-B,30,2
6121.0800,"Milker, Machine",Guides cows and buffaloes into stanchion and cleans teats and their udder with disinfectant. Squeezes teats to collect sample of milk in strainer cup and examines sample for curd and blood. Starts milking machine and attaches cups of machine to teats of cows and buffaloes. Removes cups when required amount of milk is obtained. Dips cups of machine into disinfectant solution after each animal is milked. Empties milk receptacles and cleans and sterilizes equipment.,II-B,31,1
6121.1200,"Shearer, Sheep",May deliver wool to storing yard.,II-B,32,1
6121.1300,"Shearer, Animal, Other/Shearer,","Gathers black and white wool in horses, camels, pigs and other animals, not elsewhere classified. Ties and immobilises animal before clipping. Selects suitable clipping instrument and closely clips hair or bristles taking care not to cut or nick its skin. Maintains and sharpens tools. May sort bristles according to size and quality.",II-B,32,1
6121.1400,Grass Cutter,May feed grass to animals. May cut hay and other fodder into small pieces with hand or mechanically operated chopper.,II-B,32,2
6121.9900,"Dairy and Livestock Producers,","include those who plan and carry out the necessary operations to breed, raise and tend livestock to be used as working, sporting, or pet animals, as well as for meat, milk, hair, hides and other products for sale or delivery on a regular basis to wholesale buyers, marketing organizations or at markets not elsewhere classified.",II-B,32,2
6122.0200,"Farmer, Poultry Breeding","Purchases stock fowl according to egg production, size, prizes won, or other reasons. Selects and pairs birds for breeding or breeds them by artificial insemination. Arranges with buyers for sale of pedigreed eggs and pedigreed chicks.",II-B,33,2
6122.9900,"Poultry Farm Workers, Other","include all other workers engaged in hatching eggs and poultry farming operations, not elsewhere classified.",II-B,34,2
6123.9900,"Apiarists and Sericulturists, Other","include all other who plan and carry out the necessary operations to breed, raise and tend insects, for sale or delivery of honey, beeswax, silk cocoons, on a regular basis to wholesale buyers, marketing organizations or at markets not elsewhere classified.",II-B,36,1
6129.0200,Mixed Animal Producers,"plan and carry out the necessary operations to breed, raise and tend different types of livestock, such as cattle, sheep, pigs, goats and horses, as well as poultry, and to produce apiarian and sericultural products, for sale or delivery on a regular basis to wholesale buyers, marketing organizations or at markets.",II-B,36,2
6129.9900,Animal Producers and Related,"include those which involve looking after and training of animals in animal reserves, stables, zoos, circuses, research organizations, animal homes, and similar institutions not elsewhere classified.",II-B,36,2
6130.0202,Seed Processing Worker,"cleans seeds of extraneous and undesirable materials, takes samples for testing, dries seeds to optimum moisture levels, treats, packages and stores them in appropriate manner for distribution",II-B,38,1
6210.0200,Forest Guard,"Supervises preparation of nursery beds, sowing of seeds, and nursing of growing plants. Patrols forests to detect fires, eliminate fire hazards and theft of forest produce. Cuts climbers with bill-hook to prevent damage to plants. Apprehends offenders of forest laws and reports to superiors. Supervises work of mazdoors engaged in forest work and maintenance of forest roads, paths and fire lines in his beat. May estimate volume of timber and grade trees according to quality.",II-B,39,2
6210.0400,Foresters and Related Workers,"perform various miscellaneous tasks in preservation of forests extension of forest and include occupations such as those relating to collecting, preparing and storing of seeds; raising seedlings; transplanting seedlings in afforestation area; protecting trees form insects, diseases and animals; marking felled trees etc.",II-B,40,1
6210.0600,"Gatherer, Medicinal Herbs","Visits gardens, forests and jungles and collects samples of dried fruits, leaves, seeds and roots of medicinal plants. Cleans foreign matter from herbs by washing them with water and gets them examined by Chemists, Hakim or Vaid. Collects green herbs and dries them in sun for storage and supply.",II-B,40,2
6210.0800,Cane Cutter,Examines sugar cane plant by sight and by feel of hand to ascertain its maturity and required pliability. Cuts matured plant at base using sickle or knife and pulls off side leaves of cane stalk with hook and cuts its unusable top portion with knife. Places cut stalks in piles for loading into carts. May load cane in carts or carry stalk on head for weighment.,II-B,41,1
6210.0900,Thatch Cutter,Cuts matured green straw using sickle or scythe. Ties cut green straw into sheaves of convenient thickness and allows them to dry in sun and shuffles stacks once or twice to allow green sheaves at bottom to get dried. Removes by hand or through cart dried straw from field to safe place for storage. May cut and collect fodder for cattle.,II-B,41,1
6210.1100,Wood Cutter,May split remaining portion of log to small sizes for fuel.,II-B,41,2
6210.1300,Sandal Wood Extractor,"Cuts off thin branches and twigs from tree trunk using axe or saw. Removes bark and sap wood of tree trunks, branches and roots carefully by chipping with adze or bill hook ensuring not to cut through heart wood. Cuts trunks, roots, branches into billets of suitable length using hand saw. Removes carefully layer of sap wood from billets using axe or hand adze ensuring to protect heart wood from being damaged or cut through. Delivers finished sandal heart wood billets to superior. Collects sandal wood dust from floor and accounts for it separately.",II-B,42,1
6210.1500,"Sorter, Timber",May estimate volume of wood. May auction sale fuel wood to retail or wholesale dealers.,II-B,42,2
6210.1600,Log Driver,"Rolls logs from landing into river, using cant hook or stout lever fitted with strong spike. Guides logs around obstruction and into current of stream from bank, boat, or floating logs using pike pole. Pulls or rolls key logs from jams to release logs from obstruction using stout lever with spike or pike pole. May collect logs in booms or rafts to retain logs at mill.",II-B,42,2
6210.1700,"Charcoal Burner, Wood",Stacks wood in convenient sizes in kiln. Places kindling in kiln to start fire. Seals top of kiln when desired heat is reached with mud plaster. Observes colour of smoke as it emits through draught holes in kiln bottom to determine proper burning of charcoal. Regulates formation of charcoal by opening and closing draught holes as required Smothers fire when charcoal has been formed by sealing cracks and draught holes with mud plaster. Removes charcoal with shovel when kiln cools down.,II-B,43,1
6210.1900,"Distiller, Turpentine and Eucalyptus",Operates manipulating valves and charges still with crude turpentine or eucalyptus oil at regulated rate of flow. Connects outlet tubes of still to receiving jars or containers. Closes openings and inlets of still. Sees that cold water is circulating inside condensing unit. Manipulates steam injection valves to allow still to be heated up to prescribed degree of temperature. Checks meter reading and maintains heating at required temperature for prescribed period. Allows oil vapour to pass through coolers to get condensed into oil and water. Observes oil and water being collected in different containers. Directs pumping of primary bulk oil to overhead measuring tank for further processing. Watches progress and manipulates valves at proper time during processing to extract oil from coils. May operate still to extract essential and other medicinal oils. May fill bottles with distilled oil in prescribed quantities.,II-B,43,2
6210.9900,"Forestry and Related Workers,","perform number of miscellaneous tasks in forest and include workers not elsewhere classified such as those engaged in sawing, weeding, collecting felled trees, transporting logs, repairing forest road, etc. and are usually known as FOREST LABOURERS.",II-B,44,1
6221.0101,Shrimp Farmer,constructs a pond and harvest the shrimp by giving it a healthy feed and maintaining quality to sell in the market.,II-B,44,2
6222.0200,"Fisherman, Estuaries, Coastal and","Goes in boat, canoe or catamaran with fishing nets and gears. Lays either singly or with other fishermen different types of fishing nets and gears such as drag nets, stake nets, basket traps, dip nets in coastal and back waters. Pulls or drags net or gear to surface of water after some time to collect fish caught and puts catch in hold (storage space) of boat. May stand on shore or rock and pull net to shore to collect fish. May operate power driven boats. May repair boats. May use torch and spear or harpoon to catch fish (torch fishing).",II-B,45,2
6223.9900,"Deep Sea Fishery Workers, Other","include all those who as members of fishing vessel crews, catch deep-sea fish, for sale or delivery, on a regular basis to wholesale buyers, marketing organizations or at markets not elsewhere classified.",II-B,46,2
6224.0400,Tracker,"Observes foot prints and marks on ground, water hole, grass, foliage, twigs, remains of meals etc. and identifies animals. Selects sites and erects machans (observation post) in trees for observation. May be familiar with use of weapons such as fire arms, spears, knives, etc. May locate wild animals to save them from natural calamities.",II-B,47,1
6224.0500,Fish Overseer,"Looks after fish collection centres, fish farms, etc. and ensures their proper maintenance. Demonstrates correct methods of fish farming, fish culture, etc. to public to achieve improvements in these fields. May assist Fisheries Inspector in transporting fish seed to different fishery stations.",II-B,47,1
6224.0600,Fisheries Inspector,"Supervises sale of fish to public and proper maintenance of fish curing yards. Issues licences to Fishermen for fishing in State Waters(including back waters), use of china net, stake net, lime shell gathering etc. and conducts regular patrol to prevent illicit fishing. Surveys area under jurisdiction for fish breeding, stocking, etc. and to assess potentiality of water area. Executes development schemes such as mechanisation of fishing crafts, financial assistance to Fishermen, training of Fishermen etc. Guides preparation of fish meal. Determines chemical ingredients necessary for fish culture in ponds, tanks, rivers etc. and arranges for supply and transport of fish seed and fingerlings to Fishermen and other areas under proper conditions. Performs other official duties such as collection of revenue, sending reports for publication in gazette, etc. as necessary. May listen to grievances of Fishermen and take necessary measures to remove them.",II-B,47,2
6224.0800,Yard Officer,"Checks weight of fish received for curing. Issues prescribed quantity of salt for curing and guides curing as necessary. Ensures that salted fish are dried in sun in curing yards for prescribed period and that they are properly packed. Directs preparation of fish meal, etc. Maintains technical laboratory and supervises working of its staff. May collect fish statistics in his area.",II-B,48,1
6224.1000,Fish Curer,"head, fins, tail etc. as necessary. Opens out stomach with knife and removes viscera, gills etc. to prevent putrefaction. Applies salt to cleaned fish either one by one or in lot to preserve them. Stacks salted fish for required period and shuffles them as necessary at specified intervals. Takes fish out of stack and washes them if necessary. Spreads fish in open on mats or bamboo to dry them in sun. May pack fish for transporting them to other areas. May dry fish in sun with or without cleaning and salting particularly in case of seeds and small fingerlings.",II-B,48,2
6224.1200,Rock Pilot,"Acquires knowledge and condition of sea by intuition, heredity, state of rock formation, etc. Goes out in boats to sea with Divers. Points out area where pearls sea, inland and off-shore fishing.",II-B,49,1
6224.1400,Net Maker,"Fabricates nets to required measurements to catch different types of fish. Removes weeds entangled in nets during fishing and spreads them on shore for drying. Examines nets for torn or worn out parts and sews them with wooden needle and nylon, cotton or hemp threads using different knots as required. Ties new floats or weights to nets. May tan and preserve nets. May fish in deep sea or inland waters using different kinds of nets. May assist Fishermen in dragging net with catch or boat to shore after fishing.",II-B,49,2
7111.0200,Thatcher,"Collects straw, dry leaves, reeds and bamboos of required length. Spreads leaves, grass or reed as roofing material over rafters or bamboos frame and securely ties them with twin rope as required. Covers openings with extra straw or leaf to make it waterproof. Trims edges uniformly to make sides look even. Places thatched frame over roof of hut with assistance of others and positions it securely by fastening it with rafters and beams. May construct straw huts and small dwellings. May do rethatching of cottage and hut roofs.",II-B,55,1
7112.0200,"Bricklayer, Construction","work to be done. Directs Labourers to prepare mortar in required proportions and water bricks. Spreads mortar by trowel over foundation or laid bricks and lays bricks by hand in horizontal rows or designs and shapes per approved specification. Taps bricks with trowel to embed them firmly in mortar and ensures correct vertical and horizontal alignment of brick setting by sight or with string and plumb bob. Closes gaps in between bricks by filling with half bricks and mortar and by tapping with trowel. Fixes wooden frames, lay lime concrete over roofing and sets girders in position. May dismantle masonry for reconstruction or facility of work. May do plastering, decoration pointing and repair work. May erect scaffolding.",II-B,56,1
7112.0300,"Bricklayer, Refractory","work to be done. Spreads minimum possible fireclay mortar evenly over furnace with trowel and lays and taps fire bricks or refractory blocks in position in correct alignment according to specification. Seals joints with fireclay mortar or chemically resistant cement to bind bricks together making provision for expansion of joints in furnace in linings. Prepares support to proper curvature to replace arched roofs of furnaces or to construct new ones as directed or specified. Patches portions of furnaces with fireclay, as necessary and removes excess of mortar.",II-B,56,2
7112.0601,Assistant Mason,"He is expected to carry out the setting and layout, laying of bricks and blocks, rendering coat plastering, finishing of concrete, fixing doors and windows in a room/cubical while effectively engaging and supervising the Helper Mason under him for all trade relevant tasks. He should ensure trade specific compliance to environment, health and safety aspects",II-B,57,2
7113.0200,"Stone Cutter, Hand","Places rough stone blocks or slabs in working position with aid of crane, hoist or other means. Marks out dimensional lines for cutting according to specifications. Cuts block to required size, shape and other specifications by drilling, chipping, splitting and chiselling stone with pneumatic and hand tools. Checks size and shape frequently to ensure accuracy and prevent deep cutting.",II-B,58,1
7113.0300,"Stone Dresser, Hand","Examines and selects blocks of granite, marble or other stone according to prescribed specifications. Places it in working position, measures it with measuring instruments such as scale, calliper- compass, etc. and marks it out according to specification for cutting. Chips off unwanted portion, sprinkles water over stone to serve as coolant and gradually finishes it to required size and shape. Checks size and shape frequently while chipping. May cut decorative designs on stone surfaces. May drill holes in stone if required.",II-B,58,2
7113.9900,"Stone Splitters, Cutters and","include those stone splitters, cutter and carvers not elsewhere classified.",II-B,59,2
7114.0200,Cement Finisher,"Cuts ridges, bumps and projecting wire from concrete surface with chisel and hammer. Patches holes and broken corners by wetting them, spreading mortar into them and smoothing surface with trowel or float. Removes blemishes from and smoothens surface by wetting or applying liquid mixture of sand, cement and water and rubbing with abrasive black. Finishes surface by wiping it with damp brush. Levels, smoothens and shapes surfaces of freshly poured concrete sections with straight edge and float for fine finish and edging tool to shape corners.",II-B,60,1
7114.9900,"Concrete Placers, Concrete","include all other workers who erect reinforced concrete frameworks and structures, make forms for moulding concrete, reinforce concrete surfaces, cement openings in walls or casings for wells, finish and repair cement surfaces and carry out terrazzo work not elsewhere classified.",II-B,60,2
7115.0201,Assistant Shuttering Carpenter,"work, reading drawings, setting and layout. He should ensure trade specific compliance of environment, health, safety aspects and should engage and supervise the Helper Shuttering Carpenter under him for all relevant tasks.",II-B,61,2
7115.0500,"Joiner, Wood","Collects prefabricated planks of required sizes. Joins required number of planks with double ended nails to form sides of structure. Assembles framework step by step by nailing or screwing. Sharpens his own tools. May fit strengthening band or mild steel hoop by nailing or screwing for strengthening boxes and cases, if necessary. May make crate for packing.",II-B,62,2
7115.0800,"Lascar Stager, Ship Building","Erects steel or tubular uprights and ledgers or cross bars for resting staging planks as guided by Serang and keeps them secure from strong winds and accidents. Assists Shipwright, Wood as directed and dismantles scaffoldings and other wooden structures to arrange launching of ship.",II-B,63,2
7115.1100,"Carpenter Worker, Boat Building","Designs small boats and rafts; watches construction of templates, ribs, planking etc.; and guides construction at every stage of checks; laying of keel, setting of templates, fitting of ribs etc. and corrects them if necessary. Checks broken ribs and prescribes dimensions for fitting new ones. Examines planks for ‘grains’, instructs carpenters to insert small pegs where ‘knots’ are found and ensures correct riveting of planks on ribs. Draws ‘mould loft’ (full scale drawing) based on design on platform and guides Carpenters in engine, davit (side crane), winch and other installations, shaft alignment, rudder fitting, copper- sheet fitting, cabin fixture settings, etc. on boats. May supervise workers in saw mill attached to boat-building yard if required.",II-B,64,1
7115.9900,"Carpenters and Joiners Operatives,","perform variety of routine and low skilled tasks such as sawing, cleaning, rough planning, drilling etc., and",II-B,65,1
7119.0301,Assistant Scaffolder,"The main task of scaffolder is to erect scaffolding, shoring or brace, select tools, equipment and materials from yard and transport item to site.",II-B,66,1
7119.9900,Building Frame and Related Trades,include workers engaged in building frame and related trades tasks not elsewhere classified.,II-B,66,1
7121.9900,"Roofers, Other","include all other workers engaged in roofing buildings and structures such as those setting and fixing galvanized iron, asbestos sheets, or other materials for roofing purposes, mending leakages in them by repairs or replacements, etc., not elsewhere classified.",II-B,67,1
7122.0100,Tile Setter,"prepare them for setting. Applies mortar or cement coat over wall with trowel and lays tiles aligned in rows according to pattern. Checks alignment of tiles laid with straight edge, levelling hoard, spirit level etc., makes adjustments if necessary and taps them with trowel handle to get them set firmly. Sprinkles dry cement over freshly laid concrete for laying floor tiles and ensures proper bond between cement and tiles while laying. Cuts and shapes tiles for corner pieces, fills gaps with cement as necessary and ensures proper joining setting and alignment. May erect scaffolding for setting ceiling tiles.",II-B,67,2
7122.0300,Tile Presser (Mosaic),"Places metal mould of required size on table, cleans it with brush and applies linseed oil on its surface. Fills mould manually with prescribed quantity of cement mixture (mall) containing marble chips or powder. Levels mixture in mould using metal spreader. Sprays dry (nead) cement powder over mixture for absorbing moisture when pressed. Fills layer of cement powder with wet mixture of cement and sand and closes mould with metal lid or cover. Places filled mould under hand or hydraulic press and operates it by levers to press mixture in mould to form tiles of required shape. Removes pressed mould and dismantles frame. Removes pressed title places it on racks for drying before curing it in water and repeats process. May repair hand or hydraulic presses.",II-B,68,1
7122.0600,Parquetry Floor Layer,"Studies design and shapes and finishes required type of wood accordingly. Covers sub-floor with building paper or other material to protect wood from moisture. Nails wood flooring according to design, if necessary by further tooling to suit dimensions. May secure floor to mastic or asphalt base without using nails. May hammer narrow strips of wood into place on asphalt- mastic base.",II-B,69,1
7122.9900,"Floor Layers and Tile Setters, Other","include all other workers engaged in floor laying and tile setting, like tasks, not elsewhere classified.",II-B,69,2
7123.9900,"Plasterers, Other",include workers who install and repair laths and apply plaster to walls and ceilings of buildings not elsewhere classified.,II-B,70,1
7124.0200,Acoustical Insulator,Prepares machine for operation by filling container with insulating material. Starts machine and directs hose nozzle towards surface to be covered. Applies insulating material to surface in even layer of required thickness. (Excluded are workers who fit acoustical boards by hand to surfaces).,II-B,70,2
7124.0400,"Insulator, Refrigeration and Air","Shapes, trims and smooths insulating sheets and blocks to cover and to fit parts of equipment such as expansion chamber, condenser and piping. Applies waterproof cement to insulating material and surfaces of members to be insulated and presses them together. Secures insulating material with wire and wire netting. Applies one or more layers of asbestos plaster over wire netting with trowel. Packs walls or partly assembled casing with sheets or loose particles of insulating material. May apply insulating material to hot or cold air ducts and pipes.",II-B,71,1
7124.9900,"Insulation Workers, Other","include all other workers engaged in various tasks in insulating plants, buildings and equipment, not elsewhere classified.",II-B,71,2
7125.0200,"Glazier, Vehicle","Measures size of door, window, wind-shield frame etc. where glass is to be fixed. Selects appropriate type of glass, cuts it with cutting tool according to requirements and smoothens edges with hand grinder. Heats pressurised and shatter proof glass panels along marked line and breaks it by pressing with hands to required size. Fixes channelling rubber, rubber-lining or leather around edges of glass and sets and secures glass firmly in groove. Oils locks and sets locking chain device while fixing glass panels in automobile doors and ensures their easy raising and lowering operations. Checks and ensures proper setting and fixing of glass by tapping it with hand to feel resistance to wind vibrations produced in running vehicles. May polish glass.",II-B,72,1
7125.9900,"Glaziers, Other","include all other workers engaged in different tasks, glazing operations in vehicles, buildings and other structures, not elsewhere classified.",II-B,72,2
7126.0101,"Plumber, General","Receives instructions from Sanitary Engineer or Civil Engineer regarding lay out of pipes, gas or water mains, position of fixtures and fittings, etc. Examines drawings or other specifications regarding size and dimensions of area where sanitary fittings or pipe are to be fitted or laid. Marks points at places to indicate position for fixing brackets and laying pipes. Drills passage holes in walls or floor of premises and fixes necessary brackets, stands, holders etc. to keep or hold fittings and fixtures in position, using nuts, bolts, clamps etc. and tightens them with hand tools. Cuts reams, threads and bends pipes as appropriate. Ensures that pipe lines are laid properly by Pipe Fitter. Joins pipes with sockets, Tees, elbow etc. or with molten lead or lead wool. Caulks joints (operation of making joint seam tight to withstand pressure) and tests them for leaks with pneumatic or hydraulic pressure. May repair and maintain sewerage and pipe lines by replacing washers on leaky faucets, mending burst pipes, opening clogged drains, etc. May do lead burning, dressing and bossing of lead pipe and sheet lead, inlaying of wooden tanks, construction of septic tanks etc.",II-B,73,1
7126.0102,"Plumber, Operations","Plumber (Operations) is responsible for operation of plumbing system used in housing, commercial and institutional setups.",II-B,73,2
7126.0103,"Plumber, General-Installation and","Repair Plumber (General)-II is responsible for installation and repair plumbing systems including those of advanced sanitary fixtures as per manufacturer’s specifications in housing, commercial and institutional setups.",II-B,73,2
7126.0105,"Plumber, General Assistant","repair work of basic plumbing systems in domestic, commercial and institutional setups.",II-B,74,1
7126.0107,"Plumber, Maintenance and","Servicing Plumber (Maintenance and Servicing) is responsible for assistance in maintenance and servicing of pipes and sanitary fixtures in housing, commercial and institutional setups.",II-B,74,2
7126.0500,"Puncher, Metal",Studies drawings and other specifications to understand nature of punching operation required. Selects proper size punch and screws it into upper jaw of machine. Hoists and places plate to be punched between die and punch. Aligns hole mark on metal part accurately under punch. Starts machine and releases foot pedal to cause punch descend through plate and cut hole over marked area. Changes position of metal and repeats punching operation. May oil and clean machine.,II-B,76,1
7126.9900,"Plumbers and Pipe Fitters, Other","perform number of routine and low skilled tasks such as assisting in laying pipes, making water tight joints, fitting sockets and reducers, threading pipes with taps and dies, removing leakages, etc., and are designated as Plumber Mate or Pipe Fitter Helper according to type of work done.",II-B,76,2
7131.0101,Assistant Painter and Decorator,"should ensure trade specific compliance to environment, health and safety aspects.",II-B,78,1
7131.0500,Paper Hanger/Wallpaper,"Selects wall paper of suitable colour, design and size and cuts it into suitable lengths. Erects scaffolding or positions ladder wherever necessary to reach surface to be decorated. Applies coat of glue on back of paper and pastes it on surface to be covered. Trims edges and runs hard rubber over painted paper to smoothen it. May apply sticking material on surface with roller or brush.",II-B,79,1
7132.0201,"Painter, Spray/Painting Technician","Selects and mixes paints to produce desired colour consistency, strains and puts coating liquid into spray-gun tank, couples gun to air-hose and adjusts air- pressure valves and nozzle. Presses trigger and directs spray of prime and finish coats of paint over surfaces and ensures smooth and even finish. Covers with tape areas not to be painted or where painting is to be done in second colouring. Cleans gun and hose with solvent before changing colour and on completion of work. May prepare surfaces for painting, using scrapers, abrasives, chemical removers or other means.",II-B,80,1
7132.0203,Auto Body Painting Technician–,"A Painting Technician does the final painting, touch up and inspection of the body of the vehicle being painted.",II-B,80,2
7132.0205,Auto Spray Painter,"prepares body surfaces on motor vehicles, and applies paint and other coatings.",II-B,81,1
7132.0400,"Painter, Sign and Letter","Prepares layout for sign writing, coats back-ground with paint, using paint brushes and allows it to dry. Sketches out lines with free hand in chalk or pencil or gets them marked by dusting on stencils. Mixes paints and pigments to get desired colour consistency and fills in marked out lines of letters and designs with paint using pencil brushes of various sizes. May make signs by cutting out and sticking gold lead lettering to surfaces. May cut stencils and paint signs by brushing and spraying paint over them. May make signs of metal or wood. May transfer designs and monograms and to gliding, silvering, graining etc.",II-B,81,2
7132.0500,"Painter, Brush","Selects correct type of paint and brush, taking into consideration suitability, durability, ease of application and cost or mixes pigments, oils and other ingredients to paint material, as required, to obtain desired colour, shade and consistency. Cleans surfaces with brush, cloth or abrasive material. Removes dirt, grease or rough spots and irregularities by scrapers, chemicals etc. and patches cracks and holes with putty or filler to provide smooth clean surface. Rubs or covers surfaces with appropriate prime coat to have suitable base or surface for painting. Brushes with hand one or more coats of paint material on it to required finish. Cleans brushes on completion of work and maintains them.",II-B,82,1
7132.0900,"Painter, Mate","Cleans surfaces of object to be painted with brush, cloth or abrasive material and removes grease and dirt with chemical solvents, patches cracks and holes with putty or other filling and assists painter in his work by supplying paint, brushes etc. as required. Keeps brushes and other painting equipment clean. May do brush painting for ordinary purposes. May cover surfaces with appropriate prime coat to have suitable base for paint.",II-B,83,1
7132.9900,"Varnishers and Related Workers,","include all those who paint vehicles such as cars, buses or trucks, or apply protective coats of enamel or varnish on metal, wooden and other manufactured articles, usually with a hand-spraying device not elsewhere classified.",II-B,83,2
