nco_code,occupation_title,task_number,task,volume,pdf_page
5112.0800,"Passenger Guide, Railway",1,"provides them information and guidance about movements, timings of trains booking counter, etc.",II-A,538
5112.0800,"Passenger Guide, Railway",2,"Ensures that waiting halls, platforms, and carriages in trains are kept neat and tidy.",II-A,538
5112.0800,"Passenger Guide, Railway",3,"Reports defects in carriage fitting such as electrical, watering sanitary, safety devices, etc. to train examining staff for rectification.",II-A,538
5112.0800,"Passenger Guide, Railway",4,Intervenes in disputes between porters and passengers when necessary.,II-A,538
5112.0800,"Passenger Guide, Railway",5,"Reports cases requiring assistance of police to Station Master, Railway.",II-A,538
5112.0800,"Passenger Guide, Railway",6,May arrange supply of invalid chairs to sick passengers on requisition.,II-A,538
5112.0800,"Passenger Guide, Railway",7,May also investigate complaints of excess charging by Booking Clerks.,II-A,538
5112.9900,"Transport Conductors, Other",1,"include all other Transport Conductors and Guards engaged in railway or road transport services, not elsewhere classified.",II-A,539
5113.0100,Travel Agent,1,"provides descriptive literature road maps etc., pertaining to trips, excursions, shopping and entertainment features.",II-A,540
5113.0100,Travel Agent,2,"determine their arrival and departure times and assists personnel to complete travel forms, visas and other official and business transaction pertaining to travel.",II-A,540
5113.0100,Travel Agent,3,"Plans itinerary and makes travel, baggage handling, passage reservations, accommodation and other arrangements as sought within available funds.",II-A,540
5113.0100,Travel Agent,4,"Delivers travel and reservation tickets and connected papers to party or authorized person, informs him of the arrangements made and collects, expenses incurred and service charges either through bank or in cash.",II-A,540
5113.0100,Travel Agent,5,May arrange for road transport camping and other facilities if desired.,II-A,540
5113.0100,Travel Agent,6,May arrange study travel for students going abroad.,II-A,540
5113.0200,Tourist Guide,1,"Accompanies tourists on their excursions to and around places of tourist interest and explains historical, cultural, social, religious and architectural significance of monuments.",II-A,540
5113.0200,Tourist Guide,2,Answers questions of tourists relating to various economic and social aspects of life or people.,II-A,540
5113.0200,Tourist Guide,3,May assist tourists in shopping.,II-A,540
5113.0200,Tourist Guide,4,"May act as interpreter to tourists to converse with people and or shopkeepers, hoteliers, etc.",II-A,540
5113.9900,"Guides, Other",1,"include all other worker, engaged in guiding, ground hosting and assisting tourists and excursion parties in their travels and visits not elsewhere classified.",II-A,540
5120.0200,"Cook, Institutional",1,"prepare dishes listed on menu and prepares salads, sandwiches, cakes, fruit juices and other cold foods.",II-A,541
5120.0200,"Cook, Institutional",2,Supervises dish washing and preparing of vegetables and other foodstuffs for cooking.,II-A,541
5120.0400,"Cook, Ship",1,Plans menu taking account of foods in season and local availability.,II-A,541
5120.0400,"Cook, Ship",2,Cooks food stuffs in quantities according to menu and number of persons to be served.,II-A,541
5120.0400,"Cook, Ship",3,"Cleans, cuts and cooks meat, fish and poultry and bakes breads and pastry.",II-A,541
5120.0400,"Cook, Ship",4,Washes dishes and cleans galley and galley equipment.,II-A,541
5120.0400,"Cook, Ship",5,May order supplies and maintain record and accounts.,II-A,541
5120.0400,"Cook, Ship",6,"May supervise activities of one or more workers who assist in preparing and serving, meals.",II-A,541
5120.0500,Kitchen Porter/Steward,1,"maintains fire; washes, cuts and peels vegetable.",II-A,541
5120.0500,Kitchen Porter/Steward,2,"May use kitchen machines e.g. electric washers, knife cleaners, potato-peeler.",II-A,541
5120.0600,Pantry Man,1,"Prepares and mixes various ingredients to be used in salads, fruit cocktails, beverages and sandwiches.",II-A,542
5120.0600,Pantry Man,2,"Serves preparations to Waiters as requested and supplies sugar, cream, pepper, milk, coffee and tea to waiters as ordered and keeps account of sales or issues.",II-A,542
5120.0600,Pantry Man,3,Maintains pantry in clean and orderly condition.,II-A,542
5120.0600,Pantry Man,4,May work in ships’ dining rooms.,II-A,542
5120.9900,"Cooks, Other",1,prepares special diets for invalids.,II-A,542
5120.9900,"Cooks, Other",2,"prepares beverages like coffee and tea in hotels, clubs or similar establishments and ensures proper cleanliness of stall.",II-A,542
5131.0100,Butler,1,"Sets or supervises setting of table for meals and for special occasions, by bearers.",II-A,542
5131.0100,Butler,2,Serves or supervises serving of meals and wines and removes or directs removal of dishes between courses.,II-A,542
5131.0100,Butler,3,Prepares or supervises preparation of fancy uncooked dishes such as fruit cocktails and salad.,II-A,542
5131.0100,Butler,4,"Prepares and serves tea, coffee, liquors and accompanying foods and performs additional services such as receiving guests.",II-A,542
5131.0100,Butler,5,May supervise cleaning of dining room.,II-A,542
5131.0401,"Waiter, Institutional/Food and",1,"Prepares table with clean linen, condiments- containers, glasses, menu-card and obtains orders from customers.",II-A,543
5131.0401,"Waiter, Institutional/Food and",2,"Waits on customers periodically for additional requirements, of food etc.",II-A,543
5131.0401,"Waiter, Institutional/Food and",3,"Removes used plates, cups, saucers from table and presents bill to customers and collects cash and hands it to Cashier.",II-A,543
5131.9900,"Waiters, Other",1,"include all other waiters and bartenders who serve food and beverages in commercially- operated dining and drinking places, clubs, institutions and canteens and on board ships not elsewhere classified.",II-A,544
5132.9900,"Bartenders, Other",1,"include bartenders who prepare, mix and serve alcoholic and non- alcoholic drinks not elsewhere classified.",II-A,544
5141.0100,Hair Dresser (Ladies),1,Covers clothing of clients with towel or apron to avoid sticking of cut hair.,II-A,545
5141.0100,Hair Dresser (Ladies),2,"Cuts hair according to instructions of client or according to a particular style using clippers, scissors, razors and combs.",II-A,545
5141.0100,Hair Dresser (Ladies),3,"Washes, rinses and dries hair, using shampoos and solutions as necessary and bleaches, dyes or tints hair.",II-A,545
5141.0100,Hair Dresser (Ladies),4,"Waves hair by wrapping it with round curlers, adding wave solutions and performing other tasks to obtain required effect.",II-A,545
5141.0100,Hair Dresser (Ladies),5,Sets hair in desired style by combing.,II-A,545
5141.0100,Hair Dresser (Ladies),6,"May clean, shape and polish finger nails.",II-A,545
5141.0100,Hair Dresser (Ladies),7,May give scalp treatment to clients.,II-A,545
5141.0201,Assistant Hair Stylist,1,The person also assists in salon ambience maintenance and also does various other odd jobs in the salon including sell salon retail products after obtaining knowledge on them,II-A,545
5141.9900,"Hairdressers, Other",1,"include hairdressers who cut, style, colour and straighten hair not elsewhere classified.",II-A,546
5142.0101,Assistant Beautician,1,"perform basic epilation, manicure, pedicure and basic face care services and also assist the beautician in providing advanced services.",II-A,546
5142.0101,Assistant Beautician,2,The person also assists in salon ambience maintenance and also does various other odd jobs in the salon including sell salon retail products after obtaining knowledge on them,II-A,546
5142.0201,Pedicurist and Manicurist,1,provide services of pedicure and manicure while performing some other assisting services.,II-A,547
5142.0400,Make-Up-Man,1,"Examines casting list and requisitions wigs, beards and other materials needed.",II-A,547
5142.0400,Make-Up-Man,2,"Applies make-up, such as grease paint, rouge, lipstick, face powder, wigs and beards to impart desired facial characteristic or expression to Actor or Actress.",II-A,547
5142.0400,Make-Up-Man,3,Issues instructions to Hair Dresser as to style of hair dressing required.,II-A,547
5142.0500,"Dresser, Stage and Studio",1,"Determines type of dresses required for dressing Actors and Actresses in playing various roles, in consultation with Art Director.",II-A,548
5142.0500,"Dresser, Stage and Studio",2,Designs dresses for tailoring and ensures that completed dresses fulfil requirement of character to be depicted.,II-A,548
5142.0500,"Dresser, Stage and Studio",3,Dresses Actors and Actresses or assists them in dressing appropriately for stage or studio.,II-A,548
5142.0500,"Dresser, Stage and Studio",4,"May keep dresses and cloths, and maintain accounts.",II-A,548
5142.0500,"Dresser, Stage and Studio",5,May alter or repair dresses.,II-A,548
5142.0500,"Dresser, Stage and Studio",6,May get cloths washed and pressed after use.,II-A,548
5142.0700,Bath Attendant,1,Prepares water or steam-bath and attends clients during bathing.,II-A,548
5142.0700,Bath Attendant,2,Rubs body of client with soap and sponge to clean pores of skin and gives client a shower or pours water to wash off soap from body.,II-A,548
5142.0700,Bath Attendant,3,May help client in drying body with towel and in dressing after bath.,II-A,548
5142.9900,"Beauticians and Related Workers,",1,"include all other hairdressers, barbers, beauticians and related workers not elsewhere classified.",II-A,548
5151.0202,Room Attendant,1,"includes ‘systematic’ cleaning of the rooms and other defined area, providing linen, performing periodic and deep cleaning to maintain cleanliness and tidiness.",II-A,550
5151.0400,"Matron, House Keeping",1,maintains cleanliness of place.,II-A,550
5151.0400,"Matron, House Keeping",2,"Meets women residents, enquires about their comfort and arranges for their requirements.",II-A,550
5151.0800,Room Bearer/Bell Boys/Bell,1,"Maintains night report register indicating happenings, work of night duty staff etc.",II-A,552
5151.0800,Room Bearer/Bell Boys/Bell,2,"Maintains keys of resident rooms and arranges for delivery of mail, letters and telegrams.",II-A,552
5151.0800,Room Bearer/Bell Boys/Bell,3,"May make beds, clean dress and polish shoes.",II-A,552
5152.0100,House Keeper (Domestic),1,work to various staff under control and supervises their work.,II-A,552
5152.0100,House Keeper (Domestic),2,Ensures proper maintenance and cleanliness of house.,II-A,552
5152.0100,House Keeper (Domestic),3,Looks after needs and comforts of guests and visitors.,II-A,552
5152.0100,House Keeper (Domestic),4,May also look after children.,II-A,552
5152.0100,House Keeper (Domestic),5,May assist in shopping.,II-A,552
5153.0200,"Caretaker, Monument",1,"Visits premises under charge at regular intervals and sees that monument is cleaned by subordinate staff, safety measures are carried out, visitors are allowed within prescribed time limits, and monument is not spoilt or damaged by them.",II-A,553
5153.0200,"Caretaker, Monument",2,"Supervises work of subordinate staff such as Gardener, Chowkidar and sweepers (dry and wet) and reports to authorities of damage or loss to monument.",II-A,553
5153.0200,"Caretaker, Monument",3,May guide and explain background of monument to visitors.,II-A,553
5153.0200,"Caretaker, Monument",4,May arrange sale of tickets for entry into monument.,II-A,553
5153.9900,"Building Caretakers, Other",1,"include all other Building Caretakers engaged in taking care of public and private building, not elsewhere classified.",II-A,554
5161.0100,Astrologer,1,"Casts and interprets horoscope of persons, showing position and influence of stars and planets on individuals regarding their health, longevity, prosperity, family and social life etc.",II-A,554
5161.0100,Astrologer,2,"Determines auspicious time for various human activities such as marriages, journeys, religious ceremonies etc.",II-A,554
5161.0100,Astrologer,3,Advises individuals about precautions to be taken and religious rites to be performed to avoid evil influences of stars and planets.,II-A,554
5161.0100,Astrologer,4,"May prescribe to wear specific stones (jewels), metals or roots of trees or plants to reduce adverse planetary effects and for promoting of better prospects.",II-A,554
5161.0200,Palmist,1,head of individuals and studies lines and other symbols noting their position and if necessary by taking impression on paper.,II-A,555
5161.0200,Palmist,2,"Makes scientific study by measuring lines, examining mounts, colour of nails, shape of hand, fingers etc. using magnifying glass if required.",II-A,555
5161.0200,Palmist,3,"May prescribe to wear specific stones (jewels), metals or roots of trees or plants for better prospects.",II-A,555
5163.0200,Embalmer,1,"Washes body with germicidal soap; sews lips shut, and packs orifices with cotton to prevent leakage; drains blood from body by cutting artery and injects preservative or embalming fluid into body under gravitational pressure.",II-A,556
5163.0200,Embalmer,2,Moves parts of dead body manually for injected fluid to spread thoroughly.,II-A,556
5163.0200,Embalmer,3,Punctures internal organs through abdomen to remove fluids and gases.,II-A,556
5163.0200,Embalmer,4,Closes incisions and restores disfigured bodies to their normal appearance by affixing pieces of moulded wax or other material to injured portions of body.,II-A,556
5163.0200,Embalmer,5,Dresses body and places it in coffin for preservation till specified period.,II-A,556
5163.9900,"Undertakers and Embalmers, Other",1,"include all other workers engaged in preparing of dead bodies for burial, cremation, preservation or other purposes, not elsewhere classified.",II-A,556
5165.0101,Commercial Vehicle Driver Trainer,1,provide practical (behind-the-wheel) instruction with a focus on the development of competencies associated with the operation and control of a commercial vehicle.,II-A,557
5211.0200,Shop Attendant/Sales Assistant,1,"May attend to local dak, bank transactions and run other errands.",II-A,558
5211.0301,Sales Executive-Dealership,1,Sales Executive is responsible for supporting sales to generate sales leads (telemarketing activities) and also support overall sales process to support both sales and service activities.,II-A,559
5211.9900,"Stall and Market Salespersons,",1,"SKILLED AGRICULTURAL AND FISHERY WORKERS Skilled agricultural and fishery workers grow and harvest field or tree and shrub crops, gather wild fruits and plants, breed, tend or haunt animals, produce a variety of animal husbandry products, cultivate, conserve and exploit forests, breed or catch fish and cultivate or gather other forms of aquatic life in order to provide food, shelter and income for themselves and their households.",II-A,559
5211.9900,"Stall and Market Salespersons,",2,Most occupations in this division require skills at the second skill level.,II-A,559
5212.0100,Milkman,1,Estimates his requirements and purchases milk from Wholesale Dealers.,II-A,560
5212.0100,Milkman,2,Ensures that milk-cans are washed properly and fills necessary quantity of milk in them.,II-A,560
5212.0100,Milkman,3,Goes to regular customers on foot or on cycle and delivers milk as required.,II-A,560
5212.0100,Milkman,4,Keeps day- to-day record of milk delivered and collects money from customers monthly.,II-A,560
5212.0100,Milkman,5,May sell milk and other dairy products to customers at his shop or place.,II-A,560
5212.0100,Milkman,6,May own buffalo or cow and may take it to customer's place for milking.,II-A,560
5222.0100,"Sales Supervisor, Wholesale Trade",1,Directs Representatives or area Salesmen to contact prospective retail businessmen.,II-A,561
5222.0100,"Sales Supervisor, Wholesale Trade",2,maintains registers of sales effected.,II-A,561
5222.0100,"Sales Supervisor, Wholesale Trade",3,Supervises work of Representatives or area Salesmen to popularise and promote business by undertaking advertisement and publicity drives and looks into complaints of service and defective or poor quality of goods for improvement.,II-A,561
5222.0100,"Sales Supervisor, Wholesale Trade",4,"head office of market trends and of defects or complaints noticed in products, suggesting improvements to avoid adverse effects on business.",II-A,561
5222.0100,"Sales Supervisor, Wholesale Trade",5,head office for service benefits or otherwise.,II-A,561
5222.0100,"Sales Supervisor, Wholesale Trade",6,May accompany Representatives on sale drives and to train them.,II-A,561
5223.0100,Shop Assistant,1,supervises its cleaning and dusting and ensures that all goods are kept neat and tidy.,II-A,562
5223.0100,Shop Assistant,2,"Brings required types of goods from stock by measuring or weighing and packs them in paper, carton etc.",II-A,562
5223.0100,Shop Assistant,3,Delivers them to customer on premises or at place specified.,II-A,562
5223.0100,Shop Assistant,4,Informs Salesman or Dealer items of goods which are in short supply and which need to be replenished.,II-A,562
5223.0100,Shop Assistant,5,"Takes delivery of goods purchased from manufacturer agents, dealers, Railway stations etc.",II-A,562
5223.0100,Shop Assistant,6,performs all other duties as assigned to him by Dealer or Salesman.,II-A,562
5223.0100,Shop Assistant,7,"May prepare bills, receive payment, check stock and maintain stock register.",II-A,562
5223.0102,Jewellery Retail Sales Associate,1,"Basic) Jewellery Retail Sales Associate (Basic) engages with the customers, understands their buying requirements, explains store offerings, assists them in selecting jewellery and completes the sales transaction.",II-A,562
5223.0104,Plumbing Products Sales Assistant,1,"is responsible for assistance in management of sales of plumbing products manufactured by the Company in within a defined geographic area, province or country.",II-A,563
5223.0105,Trainee Associate,1,Individuals in this position display merchandise and interact with customers to understand their needs to service them with sales of relevant product offerings whilst working cordially within the team and retail organization.,II-A,563
5241.0100,"Model, Fashion",1,"Dresses in sample or completed garment, matching jewellery, etc. and stands, turns and walks to demonstrate features such as quality, style and design to observers at fashion shows, private showings and retail establishments.",II-A,564
5241.0200,Model,1,"act of doing work like pouring, lifting, carrying etc.; changes pose when required by artist or model and rests at intervals.",II-A,564
5242.0102,Sales Associate,1,Individuals in this position interact with customers by giving specialized service and product demonstrations to maximise business in a retail environment whilst striving for continuous improvements in levels of services rendered.,II-A,565
5242.0301,Customer Care Executive (Repair,1,"They also handle, follow-up and resolve customer’s queries, requests and complaints, in a timely manner.",II-A,566
5242.0502,Associate Operations Engineer,1,Individuals in this role assist customers on all product/service related queries.,II-A,567
5242.0502,Associate Operations Engineer,2,They receive calls and log in complaints from customers as per specified standards.,II-A,567
5242.0502,Associate Operations Engineer,3,"provide technical and developer support for products/solutions via email, chat etc.",II-A,567
5242.9900,"Sales Demonstrators, Other",1,"includes all other Salesmen, Shop Assistants and Demonstrators engaged in sales services, not elsewhere classified.",II-A,567
5243.0100,News Paper Boy,1,Estimates his requirements of different types of newspapers and periodicals.,II-A,567
5243.0100,News Paper Boy,2,Purchases required number of copies on cash payment or on credit from agencies or printers.,II-A,567
5243.0100,News Paper Boy,3,Goes from door to door either on foot or on bicycle.,II-A,567
5243.0100,News Paper Boy,4,Announces important and sensational news to boost up sales and delivers newspapers and periodicals to his regular customers and ensures timely delivery.,II-A,567
5243.0100,News Paper Boy,5,Keeps day-to-day record of copies delivered and collects money from customers weekly or monthly.,II-A,567
5243.0100,News Paper Boy,6,Returns unsold copies to agents or printers.,II-A,567
5243.0100,News Paper Boy,7,May sit on footpaths in busy localities and sell to casual customers on payment of cash.,II-A,567
5243.0100,News Paper Boy,8,May work on commission or salary basis or both.,II-A,567
5243.0300,Home Delivery Man,1,Places indents with stores for supply of goods according to orders to be executed.,II-A,568
5243.0300,Home Delivery Man,2,Arranges orders according to areas or localities.,II-A,568
5243.0300,Home Delivery Man,3,"Ensures that all articles are properly packed and loaded in delivery van, push-cart, trolley or tricycle.",II-A,568
5243.0300,Home Delivery Man,4,Goes from door to door along with vehicle and delivers goods to customers according to their instructions.,II-A,568
5243.0300,Home Delivery Man,5,Collects money from customers and issues receipt for same.,II-A,568
5243.0300,Home Delivery Man,6,Ascertains further requirements of customers and books orders if necessary.,II-A,568
5243.0300,Home Delivery Man,7,"Maintains accounts of deliveries made, cash and cheques, etc. collected.",II-A,568
5243.0300,Home Delivery Man,8,Returns undelivered packages to stores.,II-A,568
5243.0300,Home Delivery Man,9,May take additional goods usually in demand and sell them to customers in area or localities visited.,II-A,568
5243.0401,Distributor Sales Representative,1,work in a specified area as per the Beat Plan and Route Plan. an individual is also responsible for handling/escalating retailer’s complaints and queries as per the organizational policies and must be able to handle cash related transactions.,II-A,568
5243.9900,Door to Door and Telephone Sales,1,"include workers who solicit business for an establishment, particularly from households, by going from door to door or by telephoning, not elsewhere classified.",II-A,569
5244.0100,"Operator, Call Centre",1,"They answer incoming telephone calls from existing or prospective customers; interviews caller to establish the nature of any complaint or the requirements of the client; informs customers on any immediate action to be taken, advises on services available and sells additional products or services; maintains details of calls received, the action taken as a result of a call and updates customer records as required; arrange for field staff to visit the caller if further assistance is required.",II-A,569
5244.0100,"Operator, Call Centre",2,May also be called Call Centre Information Clerk,II-A,569
5244.0102,Associate-CRM,1,"They answer inquiries, resolve problems, record complaints and/or receive feedback.",II-A,570
5244.0201,CRM Domestic Non Voice,1,may be made on either pre-existing email templates or customized mails to the query requirement.,II-A,570
5244.0203,Collections Executive,1,"may lead to delay in payments, communicate the right information to the customers",II-A,571
5249.0200,"Salesman, Wholesale Trade",1,Attends to customers visiting establishment and ascertains their requirements.,II-A,573
5249.0200,"Salesman, Wholesale Trade",2,"Instructs Shop Assistant to bring samples of required goods and shows them to customers, explaining their use, mechanical complications, merits, durability and other distinguishing features.",II-A,573
5249.0200,"Salesman, Wholesale Trade",3,Arranges demonstration of goods if considered necessary.,II-A,573
5249.0200,"Salesman, Wholesale Trade",4,Quotes prices and discusses other terms of sale.,II-A,573
5249.0200,"Salesman, Wholesale Trade",5,"Negotiates for credit facilities, date of delivery, etc. and books orders.",II-A,573
5249.0200,"Salesman, Wholesale Trade",6,Arranges for delivery of goods to customers within stipulated time.,II-A,573
5249.0200,"Salesman, Wholesale Trade",7,Studies market trends and keeps customers informed of market conditions and fluctuations in prices.,II-A,573
5249.0200,"Salesman, Wholesale Trade",8,"Introduces new items of goods, if any, and induces customers to purchase and stock them.",II-A,573
5249.0200,"Salesman, Wholesale Trade",9,Assists Wholesale Dealer in Stock- taking and other matters connected with running of Wholesale establishment.,II-A,573
5249.0200,"Salesman, Wholesale Trade",10,May book orders on telephone and arrange to deliver goods at given address.,II-A,573
5249.0200,"Salesman, Wholesale Trade",11,May grant credit facilities to customers in consultation with Wholesale Dealer.,II-A,573
5249.0200,"Salesman, Wholesale Trade",12,"May prepare bills, receive payment for goods sold and maintain account.",II-A,573
5249.0201,Commercial Manager,1,"Zonal/Regional) Commercial Manager (Zonal/Regional) is responsible for supervising commercial operations at OEM offices of the defined region, and planning annual budgets for sales.",II-A,573
5249.0301,"Salesman, Retail Trade",1,Arranges display of goods in shop.,II-A,574
5249.0301,"Salesman, Retail Trade",2,Attends to customer visiting shop.,II-A,574
5249.0301,"Salesman, Retail Trade",3,Ascertains his requirements.,II-A,574
5249.0301,"Salesman, Retail Trade",4,"Shows him different varieties of required goods or articles, explaining their use, merits, durability and other distinguishing features, quotes prices and helps customers in selecting goods.",II-A,574
5249.0301,"Salesman, Retail Trade",5,"Measures and weights goods ordered and packs them in paper bag, carton etc.",II-A,574
5249.0301,"Salesman, Retail Trade",6,Hands over packet to customer and collects money from him.,II-A,574
5249.0301,"Salesman, Retail Trade",7,"May prepare cash-memos, collect money and hand it over to cashier of Retail Dealers.",II-A,574
5249.0301,"Salesman, Retail Trade",8,Ensures that goods are kept in neat and tidy manner.,II-A,574
5249.0700,Stockist,1,"Contacts producers, manufacturers or their agents to discuss and settle terms and conditions of sales, rate of commission, credit facilities etc.",II-A,575
5249.0700,Stockist,2,"Estimates requirements and places orders with producers, manufacturers or their agents for supplying goods.",II-A,575
5249.0700,Stockist,3,Ensures that goods supplied conform to agreed standards.,II-A,575
5249.0700,Stockist,4,Arranges for proper storage of goods and sells them to dealers or large consumers at prescribed rates.,II-A,575
5249.0700,Stockist,5,Extends credit facilities to customers if effected.,II-A,575
5249.0700,Stockist,6,"Collects his commission from producers, manufacturers or agents.",II-A,575
5249.0700,Stockist,7,"Act, etc. and maintains necessary records.",II-A,575
5249.0700,Stockist,8,May supply goods against orders booked by authorised employees of producers and manufacturers.,II-A,575
5249.0700,Stockist,9,"May also work as Purchasing Agent, Selling Agent, etc. on behalf of Government or other agencies.",II-A,575
5311.0100,"Ayah, Institutional",1,Prepares beds for women residents and their children.,II-A,576
5311.0100,"Ayah, Institutional",2,Bathes children and dresses them and dusts and cleans rooms.,II-A,576
5311.0100,"Ayah, Institutional",3,Washes clothes of children and women residents.,II-A,576
5311.0100,"Ayah, Institutional",4,Takes out children to public parks for playing and other recreation. Feeds children.,II-A,576
5311.0100,"Ayah, Institutional",5,May escort children to and from school and look after their comfort and be called ‘AYAH SCHOOL’.,II-A,576
5311.0400,"Ayah, Domestic",1,Attends to the requirements of the children and watches over their activities.,II-A,577
5311.0400,"Ayah, Domestic",2,"Assists children in bathing, dressing and feeding.",II-A,577
5311.0400,"Ayah, Domestic",3,Takes them out for walks and recreation and plays and exercises with children.,II-A,577
5311.0400,"Ayah, Domestic",4,Washes their garments.,II-A,577
5311.0400,"Ayah, Domestic",5,Takes infants out in hand-cart or perambulator.,II-A,577
5311.0400,"Ayah, Domestic",6,"May perform other house-hold work, not connected with child care.",II-A,577
5311.9900,"Child Care Workers, Other",1,"include all other workers engaged in taking care of employers’ children and oversee their daily activities, or engage in helping teachers to look after school children.",II-A,577
5411.9900,"Fire Fighters, Other",1,include all other Fire Fighters engaged in extinguishing or controlling fire not elsewhere classified.,II-A,580
5412.0200,"Sepoy, Customs",1,"Guards vital points in Docks, Bunders and airports.",II-A,581
5412.0200,"Sepoy, Customs",2,"Keeps watch over suspected vessels and assists Searcher, Customs in carrying out searches when ordered.",II-A,581
5412.0200,"Sepoy, Customs",3,Escorts uncleared packages to godowns for deposit.,II-A,581
5412.0200,"Sepoy, Customs",4,May be required to work as peon.,II-A,581
5412.9900,"Police Officers, Other",1,include all other protective services officers involved in maintaining law and order and enforcing laws and regulations not elsewhere classified.,II-A,581
5413.9900,"Prison Guards, Other",1,"include those who watch over and maintain discipline among inmates of prisons, reformatories or penitentiaries not elsewhere classified.",II-A,582
5414.0111,Security Supervisor,1,supervise their work.,II-A,583
5414.0151,Armed Security Guard,1,"includes guarding life, property and premises against threats and risks.",II-A,583
5414.0151,Armed Security Guard,2,The role requires initiative and effective communication,II-A,583
5414.0200,Home Guard,1,"Reports to respective police station or area headquarter as scheduled, according to duty roster or standing orders and receives instructions on tasks assigned.",II-A,584
5414.0200,Home Guard,2,may be assigned.,II-A,584
5414.0200,Home Guard,3,"Instructs people on air raid precautions, fire- fighting, first aids etc., and keeps up their morale during emergencies.",II-A,584
5414.0200,Home Guard,4,"Performs security and civil defence services, when required.",II-A,584
5414.0200,Home Guard,5,"May assist in guarding Govt. buildings, important places, railway stations, etc.",II-A,584
6111.0100,"Cultivator, General",1,"Determines crops to be grown depending on nature of soil, climate, irrigation and marketing facilities.",II-B,14
6111.0100,"Cultivator, General",2,"Selects and purchases good seed, fertiliser, implements and other items of farm equipment including machinery.",II-B,14
6111.0100,"Cultivator, General",3,"Clears field of stones, grass, shrubs, trees etc., using hand tools.",II-B,14
6111.0100,"Cultivator, General",4,Prepares plots by raising ‘bund’ (earthwork) around them for retention of water.,II-B,14
6111.0100,"Cultivator, General",5,Tills land using plough or tractor and breads loads.,II-B,14
6111.0100,"Cultivator, General",6,Sows seeds and levels earth.,II-B,14
6111.0100,"Cultivator, General",7,Makes channels connecting land to source of water for irrigation.,II-B,14
6111.0100,"Cultivator, General",8,Conducts weeding and hoeing to conserve moisture.,II-B,14
6111.0100,"Cultivator, General",9,Prepares manure by collecting and storing farmyard refuse into ditch and covering it with earth.,II-B,14
6111.0100,"Cultivator, General",10,"Sprays insecticides, evolves measures to protect crops from destruction by plant diseases and wild animals and nurses growing crops by picking wild growth.",II-B,14
6111.0100,"Cultivator, General",11,Harvests matured crops using sickle etc.,II-B,14
6111.0100,"Cultivator, General",12,Collects harvested crop into bundles and carries it to the threshing ground when completely dried by sun.,II-B,14
6111.0100,"Cultivator, General",13,Threshes harvested crop by treading bullocks or machine.,II-B,14
6111.0100,"Cultivator, General",14,Separates grain from straw by winnowing.,II-B,14
6111.0100,"Cultivator, General",15,"Bags corn, bundles straw and stores corn in godown.",II-B,14
6111.0100,"Cultivator, General",16,Sells produce in market.,II-B,14
6111.0100,"Cultivator, General",17,supervises their work.,II-B,14
6111.0100,"Cultivator, General",18,"Maintains equipment, building, fences etc. in good order.",II-B,14
6111.0100,"Cultivator, General",19,"May operate tractor, winnowing, threshing and other machines.",II-B,14
6111.0100,"Cultivator, General",20,May breed animals.,II-B,14
6111.0100,"Cultivator, General",21,May do share cropping or take land on lease for cultivation.,II-B,14
6111.0101,Paddy Farmer,1,"cultivates paddy as per the package of practices recommended for a particular agronomic climate zone, type of soil, rainfall pattern and climatic conditions to achieve the yields as per the genetic potential of a given variety and sell the produce in the market.",II-B,15
6111.0201,Wheat Cultivator,1,"cultivates wheat as per the package of practices recommended for a particular agro climate zone, type of soil, rainfall pattern and climatic condition to achieve the yield as per the genetic potential of given variety and sell the produce as per the competitive market prices without distress sale.",II-B,15
6111.0301,Maize Cultivator,1,The individual is also responsible for harvesting the maize crop.,II-B,16
6111.0301,Maize Cultivator,2,"The maize cultivator needs to adapt recommended practices for a particular agro climate zone, type of soil, rainfall pattern and climatic conditions to achieve the best possible yield",II-B,16
6111.0401,Pulses Cultivator,1,The individual is also responsible for harvesting the pulses.,II-B,16
6111.0401,Pulses Cultivator,2,"The pulses cultivator needs to adapt recommended practices for a particular agro climate zone, type of soil, rainfall pattern and climatic conditions to achieve the best possible yield",II-B,16
6111.0501,Soya bean Cultivator,1,The individual is also responsible for harvesting the soya bean.,II-B,16
6111.0501,Soya bean Cultivator,2,"The Soya bean Cultivator needs to adapt recommended practices for a particular agronomic climate zone, type of soil, rainfall pattern and climatic conditions to achieve the best possible yield",II-B,16
6111.0601,Cotton Cultivator,1,The individual is also responsible for harvesting the cotton crop.,II-B,16
6111.0601,Cotton Cultivator,2,"The Cotton Cultivator needs to adapt recommended practices for a particular agro climate zone, type of soil, rainfall pattern and climatic conditions to achieve the best possible yield.",II-B,16
6111.0701,Sugarcane Cultivator,1,The individual is also responsible for harvesting the sugarcane crop.,II-B,17
6111.0701,Sugarcane Cultivator,2,"The Sugarcane Cultivator needs to adapt recommended practices for a particular agro climatic zone, type of soil, rainfall pattern and climatic conditions to achieve the best possible yield.",II-B,17
6111.0851,Coconut Grower,1,"cultivates coconut as per the package of practices recommended for a particular agronomic climate zone, type of soil, rainfall pattern and climatic conditions to achieve the coconut yields as per the genetic potential of a given variety and sell the products as per the competitive market prices without distress sale.",II-B,17
